Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
"Sustainability Reporting Disclosure in Islamic Corporates: Do Human Governance, Corporate Governance, and IT Usage Matter?","I. G. So, Hasnah Haron, Anderes Gui, Elfindah Princes, S. Sari",10.3390/su132313023,https://doi.org/10.3390/su132313023,Sustainability,22,2021,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on sustainability reporting disclosure in Indonesian Islamic corporates."
Social sustainability in supply chains: a review,"P. Chiesa, Wojciech Przychodzeń",10.1108/srj-11-2018-0301,https://doi.org/10.1108/srj-11-2018-0301,Social Responsibility Journal,14,2019,"This paper reviews the development of the socially sustainable supply chain management field, but does not specifically address social sustainability reporting readiness in software services."
Incorporating sustainability into software projects: a conceptual framework,"Amin Khalifeh, P. Farrell, M. Alrousan, Shaima Alwardat, Masar Faisal",10.1108/ijmpb-12-2019-0289,https://doi.org/10.1108/ijmpb-12-2019-0289,-,18,2020,The paper proposes a conceptual framework to incorporate sustainability into software projects by considering the triple bottom line aspects.
"Global CSR, drivers and consequences: a systematic review","K. Dartey-Baah, G. Amoako",10.1108/JGR-12-2020-0103,https://doi.org/10.1108/JGR-12-2020-0103,Journal of Global Responsibility,25,2021,This paper provides a systematic review of research on the drivers and consequences of corporate social responsibility (CSR) globally.
Institutional drivers of sustainability reporting in the global tourism industry,"Ali Uyar, Abdullah S. Karaman, Merve Kılıç",10.1177/1354816619886250,https://doi.org/10.1177/1354816619886250,Tourism Economics,41,2019,Institutional factors like governance and environmental performance are associated with sustainability reporting adoption and quantity in the tourism industry.
Sustainability accounting and reporting: recent perspectives and an agenda for further research,"Sumit K. Lodhia, Umesh Sharma",10.1108/par-02-2019-121,https://doi.org/10.1108/par-02-2019-121,Pacific Accounting Review,14,2019,"This paper provides a general overview of sustainability accounting and reporting research, but does not specifically address social sustainability reporting readiness in software services."
CSR reporting and assurance legitimacy: a client–assuror dyad investigation,"L. Hickman, J. Côté",10.1108/JAAR-01-2018-0009,https://doi.org/10.1108/JAAR-01-2018-0009,-,19,2019,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on challenges to the legitimacy of corporate social responsibility (CSR) reporting and assurance."
Determinants and consequences of corporate social responsibility assurance: a systematic review of archival research,Patrick Velte,10.1108/sbr-05-2020-0077,https://doi.org/10.1108/sbr-05-2020-0077,Society and Business Review,38,2020,"The paper examines the determinants and consequences of corporate social responsibility assurance, which is relevant to social sustainability reporting in software services."
Market drivers of sustainability and sustainability learning capabilities: The moderating role of sustainability control systems,"Chaminda Wijethilake, Bedanand Upadhaya",10.1002/bse.2503,https://doi.org/10.1002/bse.2503,-,47,2020,"Market drivers of sustainability positively impact sustainability learning capabilities, moderated by the interactive use of sustainability control systems."
A Systems Thinking Approach to Improve Sustainability in Software Engineering—A Grounded Capability Maturity Framework,"Gopalakrishnan Sriraman, S. Raghunathan",10.3390/su15118766,https://doi.org/10.3390/su15118766,Sustainability,8,2023,The paper proposes a software sustainability capability framework to help organizations assess and improve their sustainable software practices.
Modeling and classification of enablers of CSR in Indian firms,"Divesh Kumar, Praveen Goyal, Vinod Kumar",10.1108/JM2-07-2018-0100,https://doi.org/10.1108/JM2-07-2018-0100,Journal of Modelling in Management,13,2019,The paper identifies and models the key enablers of corporate social responsibility (CSR) implementation in Indian firms.
Drivers of the CSR report assurance quality: Credibility and consistency for stakeholder engagement,Isabel‐María García‐Sánchez,10.1002/csr.1974,https://doi.org/10.1002/csr.1974,-,33,2020,"The paper examines the internal and external factors that influence the quality of CSR report assurance, with firm incentives and assurer characteristics being the key drivers."
Requirement Engineering Challenges for Social Sector Software Development: Insights from Multiple Case Studies,Varun Gupta,10.1145/3479982,https://doi.org/10.1145/3479982,Digit. Gov. Res. Pract.,3,2021,"Requirement engineering for software in the social sector faces challenges due to diversity of user populations, requiring tailored RE techniques."
Dissemination of Social Accounting Information: A Bibliometric Review,"M. Rodrigues, Maria do Céu Alves, Cidália Oliveira, V. Vale, J. Vale, Rui Silva",10.3390/ECONOMIES9010041,https://doi.org/10.3390/ECONOMIES9010041,Economies,30,2021,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers. It provides a bibliometric review of research on social accounting information disclosure.
Drivers and influencers of blockchain and cloud-based business sustainability accounting in China: Enhancing practices and promoting adoption,"Zhouyu Tian, Lening Qiu, Litao Wang",10.1371/journal.pone.0295802,https://doi.org/10.1371/journal.pone.0295802,PLoS ONE,10,2024,The paper examines the drivers and barriers to the adoption of blockchain and cloud-based sustainability accounting technologies among Chinese businesses.
"Sustainable supply chain performance, its practice and impact on barriers to collaboration","Gopal Kumar, Mohit Goswami",10.1108/IJPPM-12-2018-0425,https://doi.org/10.1108/IJPPM-12-2018-0425,International Journal of Productivity and Performance Management,44,2019,"Sustainable supply chain performance, including the social dimension, can mitigate barriers to collaboration in the Indian context."
Modeling the pressures for sustainability adoption in the Indian automotive context,"Deepak Mathivathanan, V. Agarwal, K. Mathiyazhagan, Tarik Saikouk, Andrea Appolloni",10.1016/j.jclepro.2022.130972,https://doi.org/10.1016/j.jclepro.2022.130972,Journal of Cleaner Production,30,2022,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It examines the pressures for adoption of sustainable supply chain management practices in the Indian automotive industry.
Quality and Diffusion of Social and Sustainability Reporting in Italian Public Utility Companies,"F. Badia, E. Bracci, Mouhcine Tallaki",10.3390/su12114525,https://doi.org/10.3390/su12114525,Sustainability,38,2020,The paper examines the quality and diffusion of social and sustainability reporting in Italian public utility companies.
Social sustainability reporting in European business schools,"M. Vila, Soledad Moya",10.1108/sampj-02-2022-0100,https://doi.org/10.1108/sampj-02-2022-0100,"Sustainability Accounting, Management and Policy Journal",2,2023,"The main challenges for social sustainability reporting in European business schools are lack of frameworks, resources, and complexity in measuring social impact."
Perception of preparers of sustainability reports in the Middle East,"Muatasim Ismaeel, Z. Zakaria",10.1108/medar-03-2019-0459,https://doi.org/10.1108/medar-03-2019-0459,Meditari Accountancy Research,29,2019,"Sustainability reporting practices in the Middle East are influenced by both local and global institutional contexts, leading to hybrid reporting approaches."
Drivers of the disclosed “connectivity of the capitals”: evidence from integrated reports,"Michael Grassmann, Stephan Fuhrmann, Thomas W. Guenther",10.1108/sampj-03-2018-0086,https://doi.org/10.1108/sampj-03-2018-0086,"Sustainability Accounting, Management and Policy Journal",33,2019,"The extent of connectivity between financial and non-financial disclosures in integrated reports is driven by firms' performance, stakeholder importance, and cost-benefit considerations."
Green-Agile Maturity Model: An Evaluation Framework for Global Software Development Vendors,"Nasir Rashid, S. Khan, Habib Ullah Khan, Muhammad Ilyas",10.1109/ACCESS.2021.3079194,https://doi.org/10.1109/ACCESS.2021.3079194,IEEE Access,21,2021,The paper presents a Green-Agile Maturity Model to assess the maturity of global software development vendors in terms of green and sustainable software development.
Challenges to corporate social responsibility adoption for sustainability: A picture fuzzy approach,"Mariam Kasradze, Mahyar Kamali Saraji, D. Štreimikienė",10.1002/ieam.4740,https://doi.org/10.1002/ieam.4740,Integrated Environmental Assessment and Management,6,2023,"The paper identifies and evaluates challenges to corporate social responsibility adoption for sustainability, with leadership mindset and corporate commitment being the most significant issue."
A corporate sustainability maturity model for readiness assessment: a three-step development strategy,"Y. Sari, A. Hidayatno, A. Suzianti, M. Hartono, Harman Susanto",10.1108/ijppm-10-2019-0481,https://doi.org/10.1108/ijppm-10-2019-0481,International Journal of Productivity and Performance Management,22,2020,This paper develops a corporate sustainability maturity model to assess an organization's readiness and transition towards sustainability.
Software integration model: An assessment tool for global software development vendors,"Muhammad Ilyas, S. Khan, Habib Ullah Khan, Nasir Rashid",10.1002/smr.2540,https://doi.org/10.1002/smr.2540,J. Softw. Evol. Process.,12,2023,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It presents a software integration model to help global software development vendors assess and improve their software integration capabilities.
