Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
Supply Chain Legitimation through CSR Reporting,"G. Bowrey, M. Clements",10.14453/AABFJ.V13I1.3,https://doi.org/10.14453/AABFJ.V13I1.3,"Australasian Accounting, Business and Finance Journal",8,2019,CSR reporting and social auditing can serve as a legitimation tool for supply chain management.
Media discourse of corporate social responsibility in China: a content analysis of newspapers,Lu Tang,10.1080/01292986.2012.662515,https://doi.org/10.1080/01292986.2012.662515,-,49,2012,"Chinese newspapers define CSR as companies' responsibilities towards the community, employees, and customers, but do not facilitate a critical social dialogue about CSR."
"Corporate social responsibility report readability, credit ratings and cost of borrowing","Kun Yu, Priya S. Garg",10.1108/raf-11-2021-0322,https://doi.org/10.1108/raf-11-2021-0322,Review of Accounting and Finance,12,2022,"More readable CSR reports are associated with higher credit ratings and lower borrowing costs, suggesting they reduce information risk in credit markets."
Corporate social responsibility reporting of international oil companies in Nigeria,"Odhiambo Odera, K. James, A. Scott, J. Gow",10.1108/ijoes-04-2019-0071,https://doi.org/10.1108/ijoes-04-2019-0071,International Journal of Ethics and Systems,3,2020,This paper examines corporate social responsibility reporting practices of international oil companies in Nigeria.
"Corporate social responsibility, new challenges with new development, and new structural work of management framework business development cycles","Anish Devale, Dr. Shabnam S. Mahat",10.52783/tjjpt.v44.i4.2592,https://doi.org/10.52783/tjjpt.v44.i4.2592,Tuijin Jishu/Journal of Propulsion Technology,0,2023,"CSR reporting is important for sustainable enterprise development, brand reputation, and aligning corporate strategies with societal expectations."
Corporate social responsibility and tax avoidance: the case of French companies,"S. Abid, Saida Dammak",10.1108/JFRA-04-2020-0119,https://doi.org/10.1108/JFRA-04-2020-0119,Journal of Financial Reporting & Accounting,33,2021,"Firms with high CSR scores are more likely to engage in aggressive tax avoidance, which is mitigated by high-quality auditors."
Are corporate social responsibility reports informative? Evidence from textual analysis of banks in China,"Jerry C. Ho, Ting-Ting Chen, Jiaji Wu",10.1108/cfri-04-2021-0081,https://doi.org/10.1108/cfri-04-2021-0081,China Finance Review International,29,2021,"CSR reporting in Chinese banks provides valuable information beyond ratings, with different CSR domains associated with profitability, social contributions, and market reactions."
Does CSR disclosure enhance corporate brand performance in emerging economy? Evidence from India,"Soumya Sarkar, Manali Chatterjee, Titas Bhattacharjee",10.1108/JIBR-06-2019-0201,https://doi.org/10.1108/JIBR-06-2019-0201,-,19,2021,CSR disclosure positively influences corporate brand performance in Indian B2B companies.
Determinants of corporate social responsibility disclosure of banking sector in Pakistan,"Rizwan Ali, R. Rehman, Madiha Kanwal, M. Naseem, M. Ahmad",10.1108/srj-08-2019-0272,https://doi.org/10.1108/srj-08-2019-0272,Social Responsibility Journal,15,2021,This paper examines the determinants of corporate social responsibility (CSR) disclosure in the banking sector of Pakistan.
Traditional versus international influences: CSR disclosures in Turkey,"Bengi Ertuna, Ali Tukel",10.1504/EJIM.2010.033004,https://doi.org/10.1504/EJIM.2010.033004,-,33,2010,CSR reporting in Turkey is influenced more by traditional business philanthropy than by international market-driven norms.
Does Corporate Social Responsibility Affect the Timeliness of Audited Financial Information? Evidence from “100 Best Corporate Citizens”,"Ebenezer K. Lamptey, J. Park, I. Bonaparte",10.3390/jrfm16020060,https://doi.org/10.3390/jrfm16020060,Journal of Risk and Financial Management,10,2023,CSR activities introduce audit complexities and risks that lead to longer audit report lags.
Does mandatory CSR provide long-term benefits to shareholders?,J. Juniarti,10.1108/srj-03-2019-0114,https://doi.org/10.1108/srj-03-2019-0114,-,19,2020,Mandatory CSR reporting provides long-term benefits to shareholders.
The mediating effect of financial reporting quality on the relationship between corporate social responsibility and corporate green innovation,"Lujian Wang, Nazimah Hussin",10.1108/yc-01-2024-1956,https://doi.org/10.1108/yc-01-2024-1956,Young Consumers,3,2024,"Corporate social responsibility promotes corporate green innovation, and financial reporting quality mediates this relationship."
Does it really pay to do better? Exploring the financial effects of changes in CSR ratings,"M. Benlemlih, Jamil Jaballah, J. Peillex",10.1080/00036846.2018.1486997,https://doi.org/10.1080/00036846.2018.1486997,Applied Economics,24,2018,"Increases in a firm's CSR ratings reduce systematic risk and improve firm value, but do not lead to higher portfolio performance."
"Corporate social responsibility, market reaction and accounting conservatism","Xixi Shen, Kung‐Cheng Ho, Lu Yang, Leonard F.S. Wang",10.1108/k-01-2020-0043,https://doi.org/10.1108/k-01-2020-0043,Kybernetes,31,2020,CSR reporting can increase accounting conservatism through market reaction channels like liquidity and investor attention.
Is there a gap between saying and doing in CSR? Cases from Asian firms,"Peihua Fan, Mingjun Hou",10.1080/13602381.2022.2042981,https://doi.org/10.1080/13602381.2022.2042981,Asia Pacific Business Review,4,2022,The paper examines whether there is a gap between what Asian firms say and do in their corporate social responsibility (CSR) reporting.
Reporting of Corporate Social Responsibility Practices : An Evidence from Indian BSE-Listed Companies,"Vikas Behal, Munish Gupta",10.17010/pijom/2022/v15i3/165633,https://doi.org/10.17010/pijom/2022/v15i3/165633,Prabandhan Indian Journal of Management,3,2022,The paper examines the reporting of corporate social responsibility (CSR) practices by Indian companies listed on the Bombay Stock Exchange.
ARE CORPORATE SOCIAL RESPONSIBILITY ACTIVE FIRMS LESS INVOLVED IN EARNINGS MANAGEMENT? EMPIRICAL EVIDENCE FROM CHINA,"O. Pasko, Fuliang Chen, N. Proskurina, Rong Mao, V. Gryn, I. Pushkar",10.3846/btp.2021.14940,https://doi.org/10.3846/btp.2021.14940,Business: Theory and Practice,15,2021,CSR active firms in China engage in more earnings management than CSR inactive firms.
Are socially responsible firms responsible to accounting? A meta-analysis of the relationship between corporate social responsibility and earnings management,"Hao Shi, Haijian Liu, Yixue Wu",10.1108/jfra-06-2021-0171,https://doi.org/10.1108/jfra-06-2021-0171,Journal of Financial Reporting & Accounting,12,2022,CSR reporting quality is important for ensuring consistency between a firm's CSR and accounting practices.
Do women on boards matter for corporate social responsibility reporting? Evidence from Palestine,Yousef Hassan,10.1108/emjb-02-2023-0053,https://doi.org/10.1108/emjb-02-2023-0053,EuroMed Journal of Business,9,2023,Women's representation on corporate boards positively impacts the level and quality of corporate social responsibility (CSR) reporting in Palestinian firms.
Organization types and corporate social responsibility reporting in Finnish forest industry,"P. Tuominen, Terhi Uski, Iiro Jussila, U. Kotonen",10.1108/17471110810909885,https://doi.org/10.1108/17471110810909885,-,21,2008,The paper compares CSR reporting between co-operative organizations and listed companies in the Finnish forest industry.
Corporate Social Responsibility and Insider Trading: Evidence from China,"Chao Lu, Xuetong Zhao, Jingwen Dai",10.3390/SU10093163,https://doi.org/10.3390/SU10093163,Sustainability,21,2018,"CSR reporting can suppress insider trading, especially for non-state-owned enterprises and when disclosure is voluntary."
An Analysis of the Methodologies adopted by CSR Rating Agencies,"Khaled Saadaoui, T. Soobaroyen",10.1108/SAMPJ-06-2016-0031,https://doi.org/10.1108/SAMPJ-06-2016-0031,-,34,2017,The paper analyzes the methodologies used by CSR rating agencies to assess a firm's CSR performance.
A coherent Corporate Social Responsibility reporting framework for companies listed on the JSE Top 40 Index,"Nthabiseng Debeila, Jane V. Usher, Jacques Van Zyl",10.4102/sajbm.v55i1.4415,https://doi.org/10.4102/sajbm.v55i1.4415,South African Journal of Business Management,0,2024,The paper proposes a coherent CSR reporting framework for companies listed on the JSE Top 40 Index to address issues like greenwashing and lack of authenticity in CSR reporting.
Corporate Social Responsibility Information Disclosure and Corporate Fraud—“Risk Reduction” Effect or “Window Dressing” Effect?,"Haifeng Hu, Bin Dou, Aiping Wang",10.3390/SU11041141,https://doi.org/10.3390/SU11041141,Sustainability,26,2019,CSR reporting reduces corporate fraud by decreasing information asymmetry between insiders and stakeholders.
Towards sustainable success through corporate social responsibility disclosure: an Islamic approach,Sartini Wardiwiyono,10.1504/IJGE.2013.055387,https://doi.org/10.1504/IJGE.2013.055387,-,9,2013,The paper explores how the Islamic concepts of tawhid and maqasid al shariah can provide a philosophical and practical foundation for corporate social responsibility (CSR) reporting.
Social purpose in a social media world,"Kathleen M. Wilburn, R. Wilburn",10.1108/JGR-07-2015-0011,https://doi.org/10.1108/JGR-07-2015-0011,-,8,2015,"CSR reporting is increasingly important as stakeholders use social media to comment on companies' CSR goals, leading to strategies like third-party assessment and specialized certifications."
Corporate social responsibility and earnings quality in family firms,"Emna Brahem, Florence Depoers, Faten Lakhal",10.1108/jaar-05-2021-0139,https://doi.org/10.1108/jaar-05-2021-0139,Journal of Applied Accounting Research,12,2022,"CSR performance is positively associated with earnings quality, especially in family firms, as they aim to preserve their socio-emotional wealth."
The Relationship between Corporate Social Responsibility Reporting and Firm Performance and the Moderating Role of Firm Life Cycle Stages: Evidence from China,"Naveed Jan, Arodh Lal Karn, Zeyun Li, Xiyu Liu",10.3390/su131810038,https://doi.org/10.3390/su131810038,Sustainability,13,2021,"Positive CSR activity reduces firm performance, especially for mature firms, and firm performance positively influences CSR reporting in China."
Introducing a special issue on advertising & corporate social responsibility,"Jameson L. Hayes, Brittany R. L. Duff",10.1080/02650487.2022.2056357,https://doi.org/10.1080/02650487.2022.2056357,-,4,2022,This paper introduces a special issue on how advertising plays a crucial role in communicating corporate social responsibility (CSR).
How well are water companies engaged in CSR? A critical cross-geographical discourse analysis,Linne Marie Lauesen,10.1108/SRJ-11-2011-0099,https://doi.org/10.1108/SRJ-11-2011-0099,-,23,2014,The paper examines how well water companies in different countries are engaged in corporate social responsibility (CSR) reporting.
Corporate social responsibility and financial statement comparability: Evidence from China,"Fangjun Wang, Zhichao Zhang, Luying Xu",10.1002/csr.1890,https://doi.org/10.1002/csr.1890,Corporate Social Responsibility and Environmental Management,30,2020,"Firms with better CSR performance exhibit higher financial statement comparability, suggesting CSR reporting can indicate managerial ethics and compliance."
Institutional and economic determinants of corporate social responsibility disclosure by banks,"J. Oliveira, Graça Maria do Carmo Azevedo, M. A. P. D. Silva",10.1108/MEDAR-01-2018-0259,https://doi.org/10.1108/MEDAR-01-2018-0259,Meditari Accountancy Research,18,2019,"Institutional factors like legal environment and stakeholder dialogue, rather than economic factors, determine banks' CSR reporting during financial crises."
The influence of board social capital on corporate social responsibility reporting,"Nuria Reguera-Alvarado, Francisco Bravo-Urquiza",10.1108/JIC-11-2020-0359,https://doi.org/10.1108/JIC-11-2020-0359,-,15,2021,"Multiple directorships, as a component of board social capital, influence the level of corporate social responsibility (CSR) reporting, with the relationship positively moderated by board size and gender diversity."
Corporate social responsibility in housing management : is it profitable?,G. Blomé,10.1108/02637471211249498,https://doi.org/10.1108/02637471211249498,-,15,2012,The paper evaluates the profitability of corporate social responsibility in real estate management.
Heterogeneity in CSR activities: is CSR investment monotonically associated with earnings quality?,"Haozhe Song, G. Rimmel",10.1080/01559982.2020.1810428,https://doi.org/10.1080/01559982.2020.1810428,Accounting forum,16,2020,"The relation between CSR investment and earnings quality is nonmonotonic, with underinvestment negatively impacting earnings quality but overinvestment having inconsistent effects."
Corporate Social Responsibility and Profit Shifting,"I. Hasan, Panagiotis I. Karavitis, Pantelis Kazakis, Woon Sau Leung",10.1080/09638180.2024.2303971,https://doi.org/10.1080/09638180.2024.2303971,Social Science Research Network,7,2019,Firms with higher CSR scores engage in more profit shifting to low-tax foreign subsidiaries.
Internalising and internationalising country specific CSR practices of a Japanese multinational company,"C. Perera, C. Hewege",10.1108/CPOIB-02-2019-0013,https://doi.org/10.1108/CPOIB-02-2019-0013,-,7,2021,The paper examines how a Japanese multinational company integrates country-specific CSR practices into its global operations.
Going the Extra Mile While Internationalizing: A Systematic Literature Review About the Role of CSR Commitment,"Ana Inês, Andreia Diniz, A. Moreira",10.1002/csr.3175,https://doi.org/10.1002/csr.3175,Corporate Social Responsibility and Environmental Management,0,2025,The paper examines how firms' CSR practices and reporting are impacted by internationalization.
Erratum to: Corporate social responsibility reporting platforms: enabling transparency for accountability,Stephanie Watts,10.1007/s10799-014-0198-9,https://doi.org/10.1007/s10799-014-0198-9,Journal of Special Topics in Information Technology and Management,0,2014,This paper corrects citation numbers in a previous publication on corporate social responsibility (CSR) reporting platforms.
Financial volatility and public scrutiny as institutional determinants of financial industry firms' CSR,"A. Chalmers, Onna Malou van den Broek",10.1017/bap.2018.28,https://doi.org/10.1017/bap.2018.28,Business and Politics,11,2019,Financial industry firms increase CSR reporting during economic hardship to manage public image and foster public trust due to intense public scrutiny.
Internal auditing and assurance of corporate social responsibility reports and disclosures: perspectives of some internal auditors in Ghana,"S. Simpson, Francis Aboagye-Otchere, Ruby Lovi",10.1108/SRJ-09-2015-0134,https://doi.org/10.1108/SRJ-09-2015-0134,-,16,2016,Internal auditors in Ghana lack the knowledge and skills to effectively provide assurance on corporate social responsibility (CSR) reports.
Assessing the Effect of Board Gender Diversity on CSR Reporting Through Moderating Role of Political Connections in Chinese Listed Firms,"R. Shaheen, Hailan Yang, Muhammad Yaseen Bhutto, H. Bala, Fahad Najeeb Khan",10.3389/fpsyg.2021.796470,https://doi.org/10.3389/fpsyg.2021.796470,Frontiers in Psychology,19,2021,Gender diversity on corporate boards and political connections positively influence CSR reporting in Chinese listed firms.
Do socially responsible firms always disclose high-quality earnings? Evidence from an emerging socialist economy,"H. N. Dang, Khanh Hoang, Van Thi Thuy Vu, L. V. Nguyen",10.1108/ARA-11-2020-0174,https://doi.org/10.1108/ARA-11-2020-0174,-,23,2021,"CSR firms in Vietnam may engage in earnings management, reducing the quality of their earnings reporting."
Audit Committee Leadership Attributes and CSR Reporting: Evidence from Jordan,"S. Qaderi, Belal Ali Abdulraheem Ghaleb, Abdulwahid Ahmed Hashed, Turki AlHmoud, Hasnah Kamardin",10.1177/21582440231182593,https://doi.org/10.1177/21582440231182593,SAGE Open,8,2023,"Audit committee chair characteristics, such as independence, legal expertise, and education level, are positively associated with the level of CSR reporting."
Corporate social responsibility reporting and capital structure: Does board gender diversity mind in such association?,"M. Pucheta‐Martínez, Inmaculada Bel‐Oms, Isabel Gallego‐Álvarez",10.1002/csr.2437,https://doi.org/10.1002/csr.2437,Corporate Social Responsibility and Environmental Management,13,2022,"CSR reporting is negatively associated with capital structure, but board gender diversity does not moderate this relationship."
Is the CSR Craze Good for Society? The Welfare Economic Approach to Corporate Social Responsibility,A. Blomgren,10.1080/00346764.2011.592329,https://doi.org/10.1080/00346764.2011.592329,-,15,2011,CSR reporting involves companies providing private goods bundled with public goods or curtailing public bads.
CSR into (new) perspective,"R. Bazillier, Julien Vauday",10.1108/FS-10-2012-0069,https://doi.org/10.1108/FS-10-2012-0069,-,18,2014,"CSR reporting may become a marketing artifact rather than driving social responsibility, depending on the political and economic landscape."
Efficiency and Sustainability of CSR Projects,"Maria-Teresa Bosch-Badia, Joan Montllor-Serrats, Maria-Antonia Tarrazon-Rodon",10.3390/SU9101714,https://doi.org/10.3390/SU9101714,-,7,2017,The paper analyzes how to separate information from noise in CSR reporting to evaluate the efficiency and sustainability of CSR projects.
Relevance of voluntary environmental and social reporting in the French context: Does CSR assurance matter?,"Amira Lajmi, G. Paché",10.21511/ee.11(1).2020.05,https://doi.org/10.21511/ee.11(1).2020.05,Environmental Economics,5,2020,"CSR reporting is important for firms to communicate their environmental and social actions, but external CSR assurance may negatively impact the relationship between CSR reporting and firm market value."
Social impacts reflected in CSR reports: Method of extraction and link to firms innovation capacity,"Ivan Nechaev, D. Hain",10.1016/j.jclepro.2023.139256,https://doi.org/10.1016/j.jclepro.2023.139256,Journal of Cleaner Production,9,2023,The paper presents a method to identify social impacts reflected in CSR reports and examines the relationship between a company's social impact and its innovation capacity.
Corporate social responsibility and financial stability: evidence from the Troubled Asset Relief Program,"Elizabeth W. Cooper, Christopher C. Henderson, A. Kish",10.1108/MF-09-2018-0458,https://doi.org/10.1108/MF-09-2018-0458,Managerial Finance,10,2019,CSR reporting is associated with increased capital ratios and longer repayment times for banks receiving TARP funds.
Is CSR performance related to disclosure tone in earnings announcements?,"Yu Lu, S. Cahan, Diandian Ma",10.1108/ARJ-05-2016-0059,https://doi.org/10.1108/ARJ-05-2016-0059,Accounting Research Journal,18,2019,Firms with better CSR performance exhibit more optimistic tone in their earnings announcements.
Authentic or cosmetic: stakeholders’ attribution of firms’ corporate social responsibility claims,"Claudel Mombeuil, Bin Zhang",10.1108/srj-07-2019-0248,https://doi.org/10.1108/srj-07-2019-0248,-,8,2020,Stakeholders view the CSR claims of beverage companies in Haiti as cosmetic rather than authentic.
Punishing the good? How to minimize an unfair CSR-washing label,"Ursula M. Martin, Urusha Thapa, Herman Aguinis",10.1016/j.bushor.2023.12.002,https://doi.org/10.1016/j.bushor.2023.12.002,Business Horizons,4,2023,The paper provides recommendations for businesses to minimize being unfairly perceived as engaging in CSR-washing.
Corporate social responsibility and debt financing of listed firms: a quantile regression approach,"K. Oware, T. Mallikarjunappa",10.1108/JFRA-07-2020-0202,https://doi.org/10.1108/JFRA-07-2020-0202,Journal of Financial Reporting & Accounting,14,2021,CSR expenditure has a positive association with debt financing of listed firms.
Understand corporate social responsibility from an agenda setting perspective: a cross-national analysis of newspaper using computer-assisted content analysis,"Yafei Zhang, Chuqing Dong",10.1108/JGR-08-2020-0084,https://doi.org/10.1108/JGR-08-2020-0084,-,10,2021,Newspapers present a heterogeneous view of CSR that goes beyond corporate self-reporting.
CSR Performance and Firm Value: Disentangling the Role of ESG Rating Providers,"Albane C. Tarnaud, Mohammed Zakriya",10.1111/1467-8551.12920,https://doi.org/10.1111/1467-8551.12920,British Journal of Management,0,2025,"Changes in ESG reporting methodology by third-party providers can significantly impact firm valuation, especially for firms with low capital constraints or low institutional ownership."
Information Overload in CSR Reports in China: An Exploratory Study,"Danhong Wu, Sanja Pupovac",10.14453/AABFJ.V13I3.2,https://doi.org/10.14453/AABFJ.V13I3.2,"Australasian Accounting, Business and Finance Journal",10,2019,"CSR reports in China are becoming longer but not necessarily more informative, driven by government and stock exchange pressure rather than stakeholder value."
CSR in natural resources: rhetoric and reality,"Graeme Esau, M. Malone",10.1108/JGR-03-2013-0005,https://doi.org/10.1108/JGR-03-2013-0005,-,12,2013,"CSR in the African extractive industry is discussed, highlighting its role, evolution, best/worst practices, and use as a tool for corporate citizenship and sustainable development."
Do financial auditors impact sustainability reporting? The effects of big four financial audits on the quality of CSR reports in China,-,10.13165/ie-23-17-2-05,https://doi.org/10.13165/ie-23-17-2-05,Intellectual Economics,2,2023,Big Four financial audits are associated with higher quality CSR reporting compared to non-Big Four audits in China.
Is Corporate Social Responsibility Used to Mask Corporate Speculation? Evidence from Emerging China,"Wenjuan Sui, Chunwei Yang, Huiyu Zhang",10.3390/SU11123375,https://doi.org/10.3390/SU11123375,Sustainability,7,2019,CSR may be used by speculative firms in emerging economies to mask their speculative activities and build reputations.
A Template for Integrated Reporting,Pieter Conradie,10.1080/0969160X.2014.938488,https://doi.org/10.1080/0969160X.2014.938488,-,0,2014,The paper provides a descriptive analysis of the response of Danish companies to new regulation mandating corporate social responsibility (CSR) reporting.
Editorial,Debbie Haski-Leventhal,10.1108/sbr-08-2021-154,https://doi.org/10.1108/sbr-08-2021-154,Society and Business Review,1,2021,"CSR reporting should take a holistic, long-term, and strategic approach that is embedded in all aspects of the company."
"Sustainability reporting quality: understanding board characteristics, CSR committees and moderation dynamics in Saudi Arabia","Ines Kateb, Mouna Youssef",10.1108/srj-03-2024-0160,https://doi.org/10.1108/srj-03-2024-0160,Social Responsibility Journal,0,2025,The paper examines how board characteristics and CSR committees impact the quality of CSR reporting in Saudi Arabian companies.
Does CFO accounting expertise matter to corporate social responsibility disclosure in 10-Ks?,"Jun Guo, Sungsoo Kim, Yangxin Yu, Jung Yeun (June) Kim",10.1108/JAAR-07-2020-0137,https://doi.org/10.1108/JAAR-07-2020-0137,-,11,2021,CFO accounting expertise positively influences voluntary CSR disclosure in corporate annual reports.
Corporate Social Responsibility: Organizational Strategy for Sustainable Growth,"S. Xiao, B. Park",10.3390/su132413589,https://doi.org/10.3390/su132413589,Sustainability,1,2021,Corporate social responsibility is an organizational strategy for sustainable growth.
The Complementarity and Substitution Effects of CSR‐Focused Governance Mechanisms on CSR Decoupling,"Mohammad Abweny, G. Afrifa, Abdullah Iqbal",10.1111/corg.12591,https://doi.org/10.1111/corg.12591,Corporate Governance: An International Review,9,2024,"CSR-focused governance mechanisms like committees, reports, and contracting can complement or substitute each other in mitigating CSR decoupling."
Preparedness for Mandatory CSR Reporting of Multinational Companies: Case of the Czech Republic,"Renta Skýpalová, H. Bohušová, Milan Křápek",10.28991/esj-2024-08-03-013,https://doi.org/10.28991/esj-2024-08-03-013,Emerging Science Journal,0,2024,The paper evaluates the preparedness of multinational companies in the Czech Republic for mandatory CSR reporting.
Overselling corporate social responsibility,"Najah Attig, Wenyao Hu, Mohammad M. Rahaman, Ashraf Al Zaman",10.1111/fima.12434,https://doi.org/10.1111/fima.12434,Financial Management,4,2023,"Firms tend to hype up their CSR narratives during earnings calls to project an overly responsible public image, which can have negative valuation and governance implications."
Determinants of engagement with and of stakeholders in CSR decision-making: a stakeholder perspective,Rim Ghezal,10.1108/ebr-03-2023-0085,https://doi.org/10.1108/ebr-03-2023-0085,European Business Review,7,2024,The paper explores the social and organizational factors that determine stakeholder engagement in corporate social responsibility (CSR) decision-making.
Shareholder use of CSR reports: an accountability perspective,"Veronica Smith, James Lau, John Dumay",10.1108/medar-02-2020-0769,https://doi.org/10.1108/medar-02-2020-0769,Meditari Accountancy Research,9,2021,"CSR reporting is used by minority shareholders to monitor corporate accountability, especially for politically or socially sensitive industries."
The effects of amended sustainability reporting requirements on corporate social responsibility reporting and firm value: the moderating role of assurance,"Ahmed Elsayed Awad Bakry, Zubir Azhar, K. Kishan",10.1108/jfra-11-2022-0414,https://doi.org/10.1108/jfra-11-2022-0414,Journal of Financial Reporting & Accounting,2,2023,Amending CSR reporting requirements and providing assurance on such reporting can enhance the extent of CSR reporting and improve firm value.
Integrated Reporting and Integrated Thinking: Proposing a Reporting Model That Induces More Responsible Use of Corporate Power,"G. Aras, Paul F. Williams",10.3390/su14063277,https://doi.org/10.3390/su14063277,Sustainability,7,2022,Integrated reporting that treats financial and social performance as equally valuable ends could induce more responsible corporate behavior.
Voluntary CSR disclosure on company's website: an empirical evidence from Pakistan,"Ibn-e Hassan, Faryal Batool",10.1504/IJLIC.2016.079348,https://doi.org/10.1504/IJLIC.2016.079348,-,5,2016,The paper examines the extent and quality of voluntary CSR disclosure on the websites of Pakistani companies awarded for their CSR practices.
Corporate Social Responsibility and Excess Perks,"Dan Xi, Yuze Wu, Xue Wang, Zhe Fu",10.1016/j.jempfin.2023.101443,https://doi.org/10.1016/j.jempfin.2023.101443,Journal of Empirical Finance,2,2023,Mandatory CSR reporting reduces excessive executive perks by improving the information environment.
Do socially responsible audit firms provide higher audit quality? An investigation of corporate social responsibility activity in audit firms,"Hanwen Chen, Siyi Liu, Xin Liu, Jiani Wang",10.1108/maj-10-2021-3348,https://doi.org/10.1108/maj-10-2021-3348,Managerial Auditing Journal,4,2022,Socially responsible audit firms provide higher audit quality.
"Political Embeddedness or World Cultural Pressure? Explaining Corporate Social Responsibility Reporting in China, 2006–2020
 1","Dae-wook Kim, Jeong-Woo Koo",10.1111/socf.12799,https://doi.org/10.1111/socf.12799,"Sociological forum (Randolph, N.J.)",5,2022,CSR reporting in China is influenced by both global cultural pressures and domestic political connections.
Special issue on advertising & corporate social responsibility,-,10.1080/02650487.2019.1633736,https://doi.org/10.1080/02650487.2019.1633736,International Journal of Advertising,1,2019,This special issue of the International Journal of Advertising focuses on the role of advertising in corporate social responsibility (CSR) communication.
Strategic maneuvering with presentational choices in Corporate Social Responsibility (CSR) reports,A. Gâţă,10.1075/JAIC.6.2.02GAT,https://doi.org/10.1075/JAIC.6.2.02GAT,-,0,2017,CSR reporting involves strategic maneuvering by companies to present themselves as doing business responsibly.
Analisis Faktor-Faktor yang Mempengaruhi CSR Disclosure Pada Perusahaan Manufaktur yang Terdaftar di BEI Periode 2016-2018,"Dara Nida Utamie, A. Akram, I Nyoman Nugraha Ardana Putra",10.24843/eja.2020.v30.i01.p20,https://doi.org/10.24843/eja.2020.v30.i01.p20,-,4,2020,"Factors that influence CSR disclosure in manufacturing companies include audit committee, profitability, company size, and leverage."
Corporate Social Responsibility: A New Way of Doing Business,M. Mittal,10.1177/0258042X0703200201,https://doi.org/10.1177/0258042X0703200201,-,3,2007,CSR provides businesses a mechanism to discharge their responsibility towards society and can be used as a strategic tool for business advantage and sustainable growth.
The Effects of CSR Report Mandatory Policy on Analyst Forecasts: Evidence from Taiwan,"Tzu-Yun Tseng, Nien-Su Shih",10.3390/jrfm15060256,https://doi.org/10.3390/jrfm15060256,Journal of Risk and Financial Management,3,2022,Mandatory CSR reporting policy in Taiwan improved analyst forecast accuracy and reduced forecast dispersion.
The influence of board and audit committee characteristics on CSR reporting in Bahrain: the legitimacy perspective,Abdelmohsen Desoky,10.1108/jfra-12-2023-0743,https://doi.org/10.1108/jfra-12-2023-0743,Journal of Financial Reporting & Accounting,4,2024,Board independence and audit committee independence influence the level of corporate social responsibility reporting in Bahrain.
Multilevel hardening in progress – Transition from soft towards hard regulation of CSR in the EU,T. Szabados,10.1177/1023263X20958379,https://doi.org/10.1177/1023263X20958379,-,2,2020,"CSR reporting in the EU is transitioning from voluntary to mandatory, with domestic solutions serving as a model for EU legislation."
Happy troubles? CSR awards and CSR report quality,"Yihao Guo, Yanwen Song, Yimin Wang",10.1002/csr.2720,https://doi.org/10.1002/csr.2720,Corporate Social Responsibility and Environmental Management,4,2024,"Firms that perform well in CSR tend to have lower-quality CSR reports, due to increased external stakeholder expectations and shareholder discontent."
Corporate social responsibility reporting of local oil companies in Nigeria,Odhiambo Odera,10.1108/ijlma-11-2019-0270,https://doi.org/10.1108/ijlma-11-2019-0270,International Journal of Law and Management,2,2020,This paper analyzes the corporate social responsibility reporting practices of local oil companies in Nigeria.
Materiality in Transition: Challenges and Opportunities in Corporate Sustainability Reporting under the CSRD,Måns Dunfjäll,10.1017/err.2025.10016,https://doi.org/10.1017/err.2025.10016,European Journal of Risk Regulation,0,2025,"The paper examines the concept of materiality in sustainability reporting, including the challenges and opportunities presented by the adoption of double materiality under the Corporate Sustainability Reporting Directive."
Editorial Comments,"A. Griffith, Liyin Shen",10.1080/15623599.2011.10773164,https://doi.org/10.1080/15623599.2011.10773164,-,0,2011,"CSR reporting involves how organizations strategically manage the economic, social, and environmental impacts of their business to improve overall performance."
Strategic CSR in Asymmetric Cournot Duopoly,"Lisa Planer-Friedrich, Marco Sahm",10.1007/s10842-020-00335-3,https://doi.org/10.1007/s10842-020-00335-3,"Journal of Industry, Competition and Trade",0,2020,The paper examines the strategic use of corporate social responsibility (CSR) in Cournot competition between firms with different marginal costs.
Do firms release boilerplate CSR reports to meet legitimacy requirements?,"Qian Sun, Qi Zhang, Qi Wang, Anni Wu, Di Wu",10.1080/13504851.2023.2290579,https://doi.org/10.1080/13504851.2023.2290579,Applied Economics Letters,2,2023,Local government-owned firms in China release boilerplate CSR reports to meet legitimacy requirements rather than provide substantive information.
Development of the Concept of Corporate Social Responsibility: Practice in Ukraine,"O. Honcharenko, L. Neskorodzhena, Iryna Iefremova, I. Lomakina, I. Malyshko",10.12775/clr.2022.012,https://doi.org/10.12775/clr.2022.012,Comparative Law Review,1,2022,"CSR reporting is not mandatory in Ukraine but is an essential element of CSR, which should be a priority for businesses, especially during wartime."
Corporate Social Responsibility's Role in Shaping Environmental Innovation and Reputation: Evidence From London's Non‐Financial Sector,"Richard Arhinful, Leviticus Mensah, H. Obeng",10.1002/csr.3214,https://doi.org/10.1002/csr.3214,Corporate Social Responsibility and Environmental Management,1,2025,"CSR reporting, including expenditures, sustainability strategies, and external auditing, positively impacts environmental innovation and corporate reputation."
